x,y,z,type
1764.25,-2318.5,0,TU
1997.25,-2318,0,TU
1809.75,-2317,0,TU
2174.75,-2315,0,TU
2287.25,-2314.5,0,TU
1469.25,-2313,0,TU
2456.25,-2312.5,0,TU
2351.75,-2311.5,0,TU
2238.75,-2311,0,TU
1524.25,-2309,0,TU
1741.75,-2308,0,TU
1934.75,-2308,0,TU
2050.25,-2308,0,TU
1897.75,-2307,0,TU
1965.75,-2306.5,0,TU
2262.25,-2306,0,TU
2005.25,-2304.5,0,TU
2384.25,-2304,0,TU
2030.75,-2304,0,TU
1782.25,-2298.5,0,TU
1711.75,-2298.5,0,TU
1379.75,-2298,0,TU
2308.75,-2297,0,TU
2283.75,-2295,0,TU
1813.25,-2295,0,TU
2202.75,-2293.5,0,TU
1897.25,-2291,0,TU
1455.75,-2288.5,0,TU
1929.25,-2288.5,0,TU
1566.25,-2287.5,0,TU
1824.75,-2287.5,0,TU
1431.75,-2287,0,TU
2249.25,-2286,0,TU
2339.25,-2285,0,TU
2141.25,-2284.5,0,TU
1371.75,-2284.5,0,TU
1719.75,-2284.5,0,TU
1984.25,-2283.5,0,TU
2400.75,-2283,0,TU
1959.75,-2282,0,TU
2028.75,-2279.5,0,TU
2010.75,-2278.5,0,TU
1769.75,-2278.5,0,TU
1555.25,-2276.5,0,TU
1745.25,-2276,0,TU
1397.25,-2276,0,TU
2163.75,-2273,0,TU
2310.25,-2272,0,TU
1890.75,-2270.5,0,TU
2284.75,-2269.5,0,TU
2041.75,-2269,0,TU
1498.75,-2269,0,TU
2350.25,-2268.5,0,TU
2205.75,-2268.5,0,TU
2382.75,-2268.5,0,TU
1733.75,-2267.5,0,TU
1430.25,-2267,0,TU
2304.75,-2265.5,0,TU
1570.75,-2265.5,0,TU
2326.25,-2265,0,TU
1930.75,-2265,0,TU
2177.75,-2262.5,0,TU
1794.25,-2261.5,0,TU
2128.25,-2261,0,TU
1712.25,-2260.5,0,TU
1836.25,-2260.5,0,TU
1461.25,-2260,0,TU
1772.75,-2259.5,0,TU
2359.75,-2259,0,TU
2101.75,-2258,0,TU
1757.75,-2258,0,TU
1436.25,-2254,0,TU
2190.75,-2253.5,0,TU
2285.25,-2252.5,0,TU
1481.75,-2252,0,TU
1964.25,-2251.5,0,TU
2026.25,-2249.5,0,TU
1903.25,-2249.5,0,TU
2268.25,-2249,0,TU
2305.25,-2248.5,0,TU
2331.25,-2248.5,0,TU
1808.75,-2247.5,0,TU
1565.75,-2247.5,0,TU
1944.25,-2243.5,0,TU
2425.75,-2243,0,TU
1983.75,-2242,0,TU
2184.75,-2241.5,0,TU
1735.25,-2240.5,0,TU
1855.25,-2240.5,0,TU
2074.25,-2239.5,0,TU
1552.25,-2237.5,0,TU
2382.75,-2237,0,TU
2041.75,-2237,0,TU
2126.75,-2236.5,0,TU
1781.75,-2236.5,0,TU
2295.75,-2236.5,0,TU
2343.75,-2234.5,0,TU
1451.25,-2233,0,TU
1368.25,-2232.5,0,TU
2006.75,-2232,0,TU
1568.75,-2231.5,0,TU
2316.75,-2231,0,TU
2165.75,-2230,0,TU
1489.75,-2229.5,0,TU
1400.75,-2228,0,TU
1897.75,-2228,0,TU
1713.75,-2227.5,0,TU
1753.75,-2227.5,0,TU
2033.25,-2227,0,TU
2062.75,-2226.5,0,TU
1873.75,-2225.5,0,TU
1836.75,-2223,0,TU
2104.75,-2222.5,0,TU
1910.25,-2221.5,0,TU
1774.75,-2220.5,0,TU
2188.25,-2220.5,0,TU
1818.25,-2219,0,TU
2356.75,-2218.5,0,TU
2085.75,-2218.5,0,TU
2299.75,-2217.5,0,TU
2269.25,-2217,0,TU
1859.75,-2216.5,0,TU
1571.25,-2214.5,0,TU
2432.25,-2213.5,0,TU
2393.25,-2213.5,0,TU
1729.25,-2213,0,TU
1894.75,-2212.5,0,TU
2129.25,-2210,0,TU
1798.25,-2207.5,0,TU
2204.25,-2207,0,TU
2002.25,-2207,0,TU
2227.75,-2206,0,TU
1909.25,-2204.5,0,TU
2136.75,-2204,0,TU
1329.75,-2203,0,TU
2291.25,-2202.5,0,TU
1770.75,-2202,0,TU
2028.25,-2200,0,TU
2395.25,-2199.5,0,TU
2234.25,-2199,0,TU
2412.25,-2198.5,0,TU
1817.25,-2197,0,TU
2432.75,-2196.5,0,TU
1832.25,-2196,0,TU
2316.75,-2195.5,0,TU
